Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
0193A7FF	Exp. Candy L x1 	Exp. Candy XL x1 	Beldum Claw x5 	Muscle Feather x3 	Beldum Claw x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Adamant Mint x1 	Spicy Herba Mystica x1 	Steel Tera Shard x1 	Beldum Claw x2 	Muscle Feather x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Bottle Cap x1 	Bottle Cap x1 	Bottle Cap x1 									Metagross (5☆) (Star)	0	26454015	
0196C197	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	PP Up x1 	PP Up x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Big Mushroom x1 	Health Feather x2 	Health Feather x2 	Sweet Herba Mystica x1 	Salty Herba Mystica x1 										Lapras (5☆) (Star)	0	26657175	
01978484	Exp. Candy L x1 	Exp. Candy XL x1 	Exeggcute Shell x5 	Genius Feather x3 	Exeggcute Shell x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Bitter Herba Mystica x1 	Star Piece x1 	Exp. Candy L x1 	Exp. Candy L x2 	Modest Mint x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Genius Feather x2 	Star Piece x1 	Genius Feather x2 									Exeggutor (5☆) (Star)	0	26707076	
01979086	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Rare Candy x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Nugget x1 	Health Feather x2 	Horsea Ink x2 	Exp. Candy L x1 	Pomeg Berry x3 									Kingdra (5☆) (Star)	0	26710150	
0198B8F2	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Kelpsy Berry x3 	Psychic Tera Shard x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Star Piece x1 	Brave Mint x1 										Rhyperior (5☆) (Star)	0	26786034	
01991E6C	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	PP Up x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Health Feather x2 	Salty Herba Mystica x1 	Balm Mushroom x1 	Bitter Herba Mystica x1 										Lapras (5☆) (Square)	0	26812012	
01A2BDF6	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Pomeg Berry x3 	Bitter Herba Mystica x1 	Ability Capsule x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 										Malamar (5☆) (Star)	0	27442678	
01A4626C	Exp. Candy L x1 	Exp. Candy XL x1 	Minior Shell x5 	Resist Feather x3 	Minior Shell x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Minior Shell x2 	Resist Feather x2 	Resist Feather x2 	Ghost Tera Shard x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 										Minior (5☆) (Star)	0	27550316	
01AAF2FB	Exp. Candy L x1 	Exp. Candy XL x1 	Material x5 	Clever Feather x3 	Material x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Exp. Candy L x1 	Gentle Mint x1 	Big Pearl x1 	Exp. Candy L x1 	Bottle Cap x1 	Bottle Cap x1 	Sour Herba Mystica x1 	Clever Feather x2 	Sour Herba Mystica x1 										Alcremie (5☆) (Star)	0	27980539	
01AB45EE	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Sweet Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x1 	PP Up x1 	Sour Herba Mystica x1 	Ability Capsule x1 	Lapras Teardrop x2 	Sour Herba Mystica x1 	Nugget x1 										Lapras (5☆) (Star)	0	28001774	
01AD2BF9	Exp. Candy L x1 	Exp. Candy XL x1 	Tyrogue Sweat x5 	Clever Feather x3 	Tyrogue Sweat x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Careful Mint x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Tyrogue Sweat x2 	Grepa Berry x3 	Sour Herba Mystica x1 	Rare Candy x1 	Tyrogue Sweat x2 										Hitmonchan (5☆) (Star)	0	28126201	
01AF617E	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Inkay Ink x2 	Sour Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 										Malamar (5☆) (Star)	0	28270974	
01BCD890	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x2 	Exp. Candy L x2 	Sour Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	29153424	
01BF2B7C	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	PP Up x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	PP Up x1 										Lapras (5☆) (Star)	0	29305724	
01C00388	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Big Pearl x1 	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x2 	Qualot Berry x3 	Skarmory Feather x2 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 									Skarmory (5☆) (Star)	0	29361032	
01C1E4EF	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Water Tera Shard x1 	Health Feather x2 	Exp. Candy L x1 	Big Mushroom x1 	Nugget x1 	Nugget x1 										Kingdra (5☆) (Star)	0	29484271	
01C33DFF	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	Nugget x1 	Nugget x1 	Salty Herba Mystica x1 	Balm Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 									Malamar (5☆) (Square)	0	29572607	
01CB6E78	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Ghost Tera Shard x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 										Lapras (5☆) (Square)	0	30109304	
01CCC578	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Health Feather x2 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	30197112	
01CE877D	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Nugget x1 	Bottle Cap x1 	Resist Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Relaxed Mint x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Water Tera Shard x1 										Skarmory (5☆) (Star)	0	30312317	
01CF507A	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Ability Capsule x1 	Bitter Herba Mystica x1 	Health Feather x2 	Exp. Candy L x2 	Rock Tera Shard x1 	Exp. Candy L x1 	Exp. Candy L x1 										Lapras (5☆) (Star)	0	30363770	
01D3ADF1	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x2 	PP Up x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Bitter Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x1 										Malamar (5☆) (Star)	0	30649841	
01DCF782	Exp. Candy L x1 	Exp. Candy XL x1 	Porygon Fragment x5 	Genius Feather x3 	Porygon Fragment x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x2 	Bottle Cap x1 	Ability Capsule x1 	Bitter Herba Mystica x1 	Star Piece x1 	Exp. Candy L x2 	Exp. Candy L x1 	Star Piece x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 									Porygon-Z (5☆) (Star)	0	31258498	
01E18481	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Nugget x1 	Big Mushroom x1 	Exp. Candy L x2 	Bottle Cap x1 									Kingdra (5☆) (Star)	0	31556737	
01E41DF7	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Inkay Ink x2 	Pomeg Berry x3 	Exp. Candy L x1 	PP Up x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Big Mushroom x1 	Spicy Herba Mystica x1 										Malamar (5☆) (Star)	0	31727095	
01E529F1	Exp. Candy L x1 	Exp. Candy XL x1 	Elekid Fur x5 	Muscle Feather x3 	Elekid Fur x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Exp. Candy L x2 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Nugget x1 	Adamant Mint x1 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Nugget x1 	Rare Candy x1 										Electivire (5☆) (Star)	0	31795697	
01F2210F	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Big Mushroom x1 	Balm Mushroom x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 										Malamar (5☆) (Star)	0	32645391	
01F73909	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Inkay Ink x2 	Health Feather x2 	Ground Tera Shard x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	PP Up x1 	Exp. Candy L x2 	Inkay Ink x2 										Malamar (5☆) (Star)	0	32979209	
01FF6087	Exp. Candy L x1 	Exp. Candy XL x1 	Magby Hair x5 	Genius Feather x3 	Magby Hair x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Genius Feather x2 	Genius Feather x2 	Exp. Candy L x1 	Star Piece x1 	Genius Feather x2 	Bitter Herba Mystica x1 	Flying Tera Shard x1 	Nugget x1 	Bitter Herba Mystica x1 	Bottle Cap x1 									Magmortar (5☆) (Star)	0	33513607	
0205BFFC	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Qualot Berry x3 	Rare Candy x1 	Salty Herba Mystica x1 	Lax Mint x1 	Skarmory Feather x2 	Salty Herba Mystica x1 										Skarmory (5☆) (Star)	0	33931260	
02092DEC	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Health Feather x2 	Health Feather x2 	Health Feather x2 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 										Malamar (5☆) (Star)	0	34156012	
020B0C12	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Inkay Ink x2 	Salty Herba Mystica x1 	Sour Herba Mystica x1 	Inkay Ink x2 	Sweet Herba Mystica x1 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 										Malamar (5☆) (Star)	0	34278418	
020DEB99	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x1 										Malamar (5☆) (Star)	0	34466713	
0211456D	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Steel Tera Shard x1 	Rare Candy x1 	Horsea Ink x2 	Exp. Candy L x1 	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	34686317	
02182E7E	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x2 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Rare Candy x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Pomeg Berry x3 										Lapras (5☆) (Star)	0	35139198	
021A7975	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Horsea Ink x2 	Bitter Herba Mystica x1 	Dark Tera Shard x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	35289461	
021C4975	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Health Feather x2 	Dark Tera Shard x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Horsea Ink x2 	Salty Herba Mystica x1 										Kingdra (5☆) (Star)	0	35408245	
021D0506	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Salty Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Big Pearl x1 	Resist Feather x2 	Exp. Candy L x1 	Salty Herba Mystica x1 	Qualot Berry x3 									Skarmory (5☆) (Star)	0	35456262	
0221CB77	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Dark Tera Shard x1 	Exp. Candy L x1 	Health Feather x2 	Big Mushroom x1 	Sweet Herba Mystica x1 										Malamar (5☆) (Star)	0	35769207	
0224DC87	Exp. Candy L x1 	Exp. Candy XL x1 	Solosis Gel x5 	Genius Feather x3 	Solosis Gel x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Flying Tera Shard x1 	Bitter Herba Mystica x1 	Genius Feather x2 	Mild Mint x1 	Solosis Gel x2 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 	Hondew Berry x3 	Rash Mint x1 									Reuniclus (5☆) (Star)	0	35970183	
0225A602	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	PP Up x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Big Mushroom x1 	Exp. Candy L x2 	Normal Tera Shard x1 									Lapras (5☆) (Star)	0	36021762	
02260086	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Big Mushroom x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ability Capsule x1 	Big Mushroom x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Fighting Tera Shard x1 	Pomeg Berry x3 									Kingdra (5☆) (Star)	0	36044934	
0229276E	Exp. Candy L x1 	Exp. Candy XL x1 	Tyrogue Sweat x5 	Swift Feather x3 	Tyrogue Sweat x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Swift Feather x2 	Sweet Herba Mystica x1 	Swift Feather x2 	Fire Tera Shard x1 	Exp. Candy L x2 	Nugget x1 	Sweet Herba Mystica x1 	Big Mushroom x1 										Hitmontop (5☆) (Star)	0	36251502	
022A45FD	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Sweet Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x2 	Health Feather x2 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Exp. Candy L x1 	PP Up x1 	Health Feather x2 										Kingdra (5☆) (Square)	0	36324861	
022D5303	Exp. Candy L x1 	Exp. Candy XL x1 	Exeggcute Shell x5 	Genius Feather x3 	Exeggcute Shell x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Ability Capsule x1 	Rare Candy x1 	Genius Feather x2 	Rare Candy x1 	Comet Shard x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Hondew Berry x3 	Exp. Candy L x2 									Exeggutor (5☆) (Star)	0	36524803	
022DD972	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x1 	Pomeg Berry x3 	Bitter Herba Mystica x1 	PP Up x1 	Exp. Candy L x2 										Kingdra (5☆) (Star)	0	36559218	
022E2DFC	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Salty Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Rare Candy x1 	Inkay Ink x2 	Salty Herba Mystica x1 	Ability Capsule x1 										Malamar (5☆) (Star)	0	36580860	
022F2A00	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Big Mushroom x1 	Pomeg Berry x3 	Nugget x1 	Big Mushroom x1 	Health Feather x2 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Sour Herba Mystica x1 	Spicy Herba Mystica x1 									Lapras (5☆) (Star)	0	36645376	
022FDDF9	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Inkay Ink x2 	Big Mushroom x1 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	PP Up x1 	Exp. Candy L x2 	Sour Herba Mystica x1 										Malamar (5☆) (Star)	0	36691449	
0230511B	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Pomeg Berry x3 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Health Feather x2 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Big Mushroom x1 										Kingdra (5☆) (Star)	0	36720923	
0230B66E	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x2 	PP Up x1 	Fire Tera Shard x1 	Health Feather x2 	Lapras Teardrop x2 	Exp. Candy L x2 	Rare Candy x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 										Lapras (5☆) (Star)	0	36746862	
02327E02	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Lapras Teardrop x2 	Salty Herba Mystica x1 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 									Lapras (5☆) (Star)	0	36863490	
0233C481	Exp. Candy L x1 	Exp. Candy XL x1 	Drilbur Claw x5 	Muscle Feather x3 	Drilbur Claw x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Star Piece x1 	Muscle Feather x2 	Exp. Candy L x1 	Lonely Mint x1 	Exp. Candy L x2 									Excadrill (5☆) (Star)	0	36947073	
02364487	Exp. Candy L x1 	Exp. Candy XL x1 	Material x5 	Clever Feather x3 	Material x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Sour Herba Mystica x1 	Big Pearl x1 	Exp. Candy L x1 	Nugget x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Material x2 	Sassy Mint x1 	Exp. Candy L x1 	Flying Tera Shard x1 									Alcremie (5☆) (Star)	0	37110919	
02374574	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Star Piece x1 	Spicy Herba Mystica x1 	Nugget x1 	Brave Mint x1 	Star Piece x1 	Brave Mint x1 	PP Up x1 										Rhyperior (5☆) (Star)	0	37176692	
0239A685	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x2 	Nugget x1 	Bottle Cap x1 	Pomeg Berry x3 	Health Feather x2 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x1 									Kingdra (5☆) (Square)	0	37332613	
023B969B	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Sweet Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Sweet Herba Mystica x1 	PP Up x1 	Sweet Herba Mystica x1 	Health Feather x2 										Lapras (5☆) (Star)	0	37459611	
023FDDF3	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Inkay Ink x2 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Inkay Ink x2 	Exp. Candy L x2 										Malamar (5☆) (Star)	0	37740019	
02444D84	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Big Mushroom x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x1 	Exp. Candy L x1 	Balm Mushroom x1 	Bottle Cap x1 	Nugget x1 									Malamar (5☆) (Star)	0	38030724	
0244D16F	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	PP Up x1 	Big Mushroom x1 	PP Up x1 	Ability Capsule x1 	Spicy Herba Mystica x1 	Nugget x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Health Feather x2 										Lapras (5☆) (Star)	0	38064495	
