Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
83334683,Farigiraf,No,A5D0B0DE,52B667FA,Electric,31,31,31,31,27,31,Sap Sipper,Calm,Male,212,86,182,8
8337E083,Dondozo,No,A5D54ADE,412B764A,Electric,31,31,31,31,17,31,Water Veil,Bold,Male,114,158,179,8
833F6088,Dondozo,No,A5DCCAE3,63222936,Poison,31,31,31,31,31,22,Water Veil,Hardy,Male,211,115,63,8
83486692,Farigiraf,No,A5E5D0ED,BEBCB4F2,Psychic,31,31,31,31,17,31,Sap Sipper,Bold,Male,109,77,172,8
83643378,Amoonguss,No,A6019DD3,10123DDD,Steel,31,28,31,31,31,31,Regenerator,Modest,Female,76,146,128,8
836CFA11,Blissey,No,A60A646C,2CEF9050,Electric,31,31,31,31,31,31,Healer,Bashful,Female,195,214,165,8
837CB187,Dondozo,No,A61A1BE2,6E1397B9,Flying,31,31,31,31,31,7,Water Veil,Sassy,Male,223,140,228,8
83A53303,Amoonguss,No,A6429D5E,0CDCF12E,Electric,31,31,31,31,6,31,Regenerator,Rash,Male,114,117,87,8
83B98173,Cetitan,No,A656EBCE,7A2F2942,Ice,31,31,4,31,31,31,Sheer Force,Quirky,Female,109,147,27,8
83BAA07C,Dondozo,No,A6580AD7,76B47081,Fighting,31,31,31,27,31,31,Water Veil,Lax,Female,114,161,232,8
83BF8679,Farigiraf,No,A65CF0D4,62190665,Rock,31,31,31,31,31,31,Sap Sipper,Careful,Female,66,81,142,8
83E64188,Cetitan,No,A683ABE3,06DBD97B,Poison,31,31,31,31,31,31,Sheer Force,Hardy,Male,205,67,112,8
83F18186,Cetitan,No,A68EEBE1,59F0D69B,Fighting,16,31,31,31,31,31,Sheer Force,Sassy,Male,195,242,155,8
84068087,Dondozo,No,A6A3EAE2,8D13F74C,Flying,31,31,31,26,31,31,Water Veil,Impish,Female,137,79,34,8
840EC182,Cetitan,No,A6AC2BDD,AC0F196F,Psychic,31,25,31,31,31,31,Sheer Force,Bold,Female,99,142,167,8
8420E683,Farigiraf,No,A6BE50DE,23C2793A,Electric,0,31,31,31,31,31,Sap Sipper,Serious,Female,137,197,168,8
84320182,Cetitan,No,A6CF6BDD,5F49F3AB,Psychic,31,0,31,31,31,31,Sheer Force,Impish,Female,153,154,157,8
84338079,Dondozo,No,A6D0EAD4,594B991E,Ground,31,31,29,31,31,31,Water Veil,Adamant,Male,53,205,127,9
84604085,Dondozo,No,A6FDAAE0,25F1DA28,Normal,31,31,31,31,22,31,Water Veil,Lonely,Female,75,129,61,9
8469817B,Cetitan,No,A706EBD6,40E8D8F6,Fairy,31,31,31,31,27,31,Sheer Force,Serious,Male,206,135,119,8
8486A182,Cetitan,No,A7240BDD,8D2816F3,Psychic,31,31,31,31,20,31,Sheer Force,Naughty,Male,109,190,57,8
84A11181,Dondozo,No,A73E7BDC,2386A7D9,Ice,31,31,31,31,7,31,Water Veil,Quirky,Female,40,107,153,9
84C1C17C,Cetitan,No,A75F2BD7,A0641949,Fire,31,31,31,31,31,30,Sheer Force,Bashful,Male,108,98,80,8
84D0C181,Cetitan,No,A76E2BDC,E4746BE4,Ice,31,31,31,29,31,31,Sheer Force,Naive,Male,106,123,170,8
84DCC673,Farigiraf,No,A77A30CE,F45AAD9C,Ice,31,31,17,31,31,31,Sap Sipper,Naughty,Female,144,160,209,8
84F84086,Dondozo,No,A795AAE1,868AF391,Fighting,21,31,31,31,31,31,Water Veil,Timid,Female,85,31,91,8
851A0686,Farigiraf,No,A7B770E1,FE48F8E8,Fighting,31,31,31,31,31,14,Sap Sipper,Lax,Female,204,111,155,9
852E937C,Amoonguss,No,A7CBFDD7,2C061A59,Fairy,14,31,31,31,31,31,Regenerator,Relaxed,Male,102,95,164,8
8553DA1A,Blissey,No,A7F14475,D6A976DB,Psychic,31,31,31,7,31,31,Healer,Mild,Female,112,105,162,8
8565816C,Cetitan,No,A802EBC7,100C577E,Ghost,31,31,31,25,31,31,Sheer Force,Hasty,Female,79,133,205,8
85721301,Amoonguss,No,A80F7D5C,5DE800BB,Ice,31,31,31,31,31,24,Regenerator,Bashful,Male,142,164,80,8
85790082,Dondozo,No,A8166ADD,821BAA25,Psychic,31,19,31,31,31,31,Water Veil,Hasty,Female,87,69,89,8
857D0074,Dondozo,No,A81A6ACF,7216E3AD,Dragon,31,31,31,25,31,31,Water Veil,Naive,Female,76,80,50,8
8582FA00,Blissey,No,A820645B,9AE2E887,Dragon,31,31,6,31,31,31,Healer,Quiet,Female,153,139,202,8
858506B1,Farigiraf,No,A822710C,92AAD832,Electric,31,31,31,31,22,31,Sap Sipper,Naive,Female,46,143,69,8
85855186,Dondozo,No,A822BBE1,91865983,Fighting,31,31,31,31,31,10,Water Veil,Timid,Male,209,152,121,8
85970093,Dondozo,No,A8346AEE,CAD624DE,Ice,31,31,31,31,31,22,Water Veil,Lonely,Male,139,172,154,8
859E0078,Dondozo,No,A83B6AD3,EECB96FB,Water,31,31,31,31,7,31,Water Veil,Bold,Female,67,235,151,8
85BAB6F2,Vaporeon,No,A858214D,7C1DDB4C,Psychic,31,31,25,31,31,31,Hydration,Impish,Male,149,150,155,8
85C78681,Farigiraf,No,A864F0DC,8874EFF2,Ice,31,31,31,13,31,31,Sap Sipper,Serious,Male,52,57,140,8
85DFBA19,Blissey,No,A87D2474,E7ABE7E6,Bug,31,21,31,31,31,31,Healer,Quiet,Female,163,116,112,8
85F04179,Cetitan,No,A88DABD4,65AC98A4,Ground,31,31,16,31,31,31,Sheer Force,Brave,Female,37,147,86,8
8608D718,Vaporeon,No,A8A64173,C21B6BD4,Psychic,15,31,31,31,31,31,Hydration,Docile,Male,221,162,195,8
861BA6D3,Farigiraf,No,A8B9112E,F66B9BEF,Ice,31,17,31,31,31,31,Sap Sipper,Lax,Male,30,132,150,8
862BC183,Cetitan,No,A8C92BDE,35F076AD,Electric,31,31,31,31,31,31,Sheer Force,Rash,Male,169,99,14,8
8635A680,Farigiraf,No,A8D310DB,4E9114C6,Dragon,24,31,31,31,31,31,Sap Sipper,Quirky,Female,47,123,85,8
864676D8,Vaporeon,No,A8E3E133,8B62D86A,Water,31,31,31,31,30,31,Hydration,Lax,Male,137,193,73,8
864B5705,Vaporeon,No,A8E8C160,B7E5E74D,Normal,31,31,26,31,31,31,Hydration,Rash,Female,63,53,91,8
86544181,Cetitan,No,A8F1ABDC,D39FA9DA,Ice,31,31,6,31,31,31,Sheer Force,Mild,Male,195,193,37,8
865FFA1E,Blissey,No,A8FD6479,E57C4F6A,Water,11,31,31,31,31,31,Healer,Rash,Female,103,39,102,8
86664185,Cetitan,No,A903ABE0,0BAB5804,Normal,31,31,31,31,27,31,Sheer Force,Sassy,Female,87,130,103,8
8681536E,Amoonguss,No,A91EBDC9,A0A39769,Fire,31,31,31,31,0,31,Regenerator,Sassy,Male,32,113,115,8
868E4077,Dondozo,No,A92BAAD2,AC5E2BD8,Normal,17,31,31,31,31,31,Water Veil,Quirky,Male,96,117,129,8
8690B710,Vaporeon,No,A92E216B,E3223A61,Grass,31,31,31,31,20,31,Hydration,Bashful,Male,22,141,93,8
86A7A081,Dondozo,No,A9450ADC,0708EDD3,Ice,21,31,31,31,31,31,Water Veil,Adamant,Male,109,161,149,8
86B5C186,Cetitan,No,A9532BE1,4E953A64,Fighting,31,23,31,31,31,31,Sheer Force,Modest,Male,122,50,117,8
86BBD302,Amoonguss,No,A9593D5D,76C87C4C,Psychic,31,31,31,31,8,31,Regenerator,Gentle,Male,132,200,89,8
86DA8187,Cetitan,No,A977EBE2,FB2D191A,Flying,31,31,31,13,31,31,Sheer Force,Jolly,Male,170,160,128,8
86E84688,Farigiraf,No,A985B0E3,44313A64,Poison,31,16,31,31,31,31,Sap Sipper,Rash,Female,152,40,126,8
86F84686,Farigiraf,No,A995B0E1,8443304F,Fighting,15,31,31,31,31,31,Sap Sipper,Rash,Male,164,102,92,9
86FD931D,Amoonguss,No,A99AFD78,6F8990DC,Ice,31,31,31,31,1,31,Regenerator,Hasty,Male,155,199,209,8
8714DD79,Amoonguss,No,A9B247D4,D13557BD,Water,31,31,31,31,31,19,Regenerator,Brave,Female,67,53,40,8
8757C682,Farigiraf,No,A9F530DD,C4D6DB69,Psychic,31,31,31,31,31,13,Sap Sipper,Quirky,Female,117,95,109,9
875AC188,Cetitan,No,A9F82BE3,F8BD55A3,Poison,27,31,31,31,31,31,Sheer Force,Sassy,Female,120,97,124,8
8760D301,Amoonguss,No,A9FE3D5C,2118A903,Ice,31,25,31,31,31,31,Regenerator,Jolly,Female,194,98,100,8
877D8082,Dondozo,No,AA1AEADD,6DD7D8B7,Psychic,31,24,31,31,31,31,Water Veil,Impish,Male,94,216,152,9
87A00079,Dondozo,No,AA3D6AD4,24AA173E,Steel,31,31,31,31,23,31,Water Veil,Relaxed,Female,123,181,69,8
87CF8086,Dondozo,No,AA6CEAE1,A63397A5,Fighting,31,31,29,31,31,31,Water Veil,Quirky,Male,172,166,81,8
87ED8077,Dondozo,No,AA8AEAD2,2E59170E,Normal,31,20,31,31,31,31,Water Veil,Quirky,Male,103,154,127,8
87F58685,Farigiraf,No,AA92F0E0,4E68DBFE,Normal,17,31,31,31,31,31,Sap Sipper,Adamant,Female,244,142,55,8
87F6F318,Amoonguss,No,AA945D73,49343AC3,Poison,31,31,23,31,31,31,Regenerator,Rash,Female,53,126,161,8
87F93704,Vaporeon,No,AA96A15F,801DFDDB,Ground,31,25,31,31,31,31,Hydration,Serious,Male,109,173,88,8
880E16F7,Vaporeon,No,AAAB8152,B153191A,Fighting,31,31,31,15,31,31,Hydration,Docile,Male,122,154,203,8
8826E19A,Cetitan,No,AAC44BF5,11349E46,Bug,31,18,31,31,31,31,Sheer Force,Impish,Male,150,139,112,8
883C8080,Dondozo,No,AAD9EADB,77C11FDB,Dark,29,31,31,31,31,31,Water Veil,Docile,Female,124,131,207,8
8856BA4E,Blissey,No,AAF424A9,CFC59879,Fire,15,31,31,31,31,31,Healer,Adamant,Female,178,165,78,9
8869E185,Cetitan,No,AB074BE0,44E63037,Normal,31,31,31,31,2,31,Sheer Force,Modest,Male,90,123,70,9
88858163,Cetitan,No,AB22EBBE,9427D9A1,Psychic,31,3,31,31,31,31,Sheer Force,Careful,Male,139,28,188,8
88954185,Cetitan,No,AB32ABE0,D737186F,Normal,31,31,31,15,31,31,Sheer Force,Docile,Female,199,117,86,8
88A9417F,Cetitan,No,AB46ABDA,473F2C38,Normal,31,31,31,31,31,24,Sheer Force,Timid,Female,200,86,156,9
88BD806D,Dondozo,No,AB5AEAC8,744C9BD4,Steel,31,31,31,14,31,31,Water Veil,Naive,Male,80,201,57,8
88BEC178,Cetitan,No,AB5C2BD3,714C1718,Ghost,31,31,31,29,31,31,Sheer Force,Bashful,Male,114,113,171,8
8926C185,Cetitan,No,ABC42BE0,0FD4D751,Normal,31,31,31,9,31,31,Sheer Force,Hardy,Female,139,173,96,9
89783A03,Blissey,No,AC15A45E,88C257E4,Psychic,31,31,31,31,31,9,Healer,Serious,Female,151,119,206,8
8989A188,Cetitan,No,AC270BE3,C3C1F20C,Poison,31,31,31,31,13,31,Sheer Force,Impish,Female,110,129,236,8
898E9A20,Blissey,No,AC2C047B,AED6F1DF,Dark,31,31,31,31,31,23,Healer,Naughty,Female,73,53,201,8
89930166,Cetitan,No,AC306BC1,DD5BF45F,Fighting,31,18,31,31,31,31,Sheer Force,Hardy,Female,189,245,204,8
89960087,Dondozo,No,AC336AE2,D15618A7,Flying,31,28,31,31,31,31,Water Veil,Hasty,Female,143,109,90,8
899EC686,Farigiraf,No,AC3C30E1,F037BD06,Fighting,31,10,31,31,31,31,Sap Sipper,Gentle,Female,108,156,95,8
89D78186,Cetitan,No,AC74EBE1,CB115D77,Fighting,31,31,31,1,31,31,Sheer Force,Lax,Male,138,192,49,8
8A054081,Dondozo,No,ACA2AADC,9451591D,Dragon,31,31,31,31,31,2,Water Veil,Naive,Male,161,88,105,8
8A224184,Cetitan,No,ACBFABDF,207767BB,Grass,31,31,31,31,8,31,Sheer Force,Naive,Male,88,55,137,8
8A42E687,Farigiraf,No,ACE050E2,9EA81AD0,Flying,31,31,31,31,31,31,Sap Sipper,Mild,Female,191,155,103,9
8A4F8185,Cetitan,No,ACECEBE0,A908570F,Normal,31,31,1,31,31,31,Sheer Force,Lonely,Female,129,209,95,8
8A67C086,Dondozo,No,AD052AE1,0A2F9910,Fighting,31,31,31,31,31,28,Water Veil,Adamant,Male,174,86,129,8
8A81017E,Cetitan,No,AD1E6BD9,A3EBB325,Rock,31,31,31,31,9,31,Sheer Force,Bold,Male,165,97,162,8
8A920698,Farigiraf,No,AD2F70F3,DFE1817E,Bug,31,25,31,31,31,31,Sap Sipper,Sassy,Female,56,143,70,8
8A97D6FB,Vaporeon,No,AD354156,CB1E26D2,Normal,31,31,26,31,31,31,Hydration,Relaxed,Male,174,63,130,8
8AD50686,Farigiraf,No,AD7270E1,D3A31106,Fighting,31,31,31,31,25,31,Sap Sipper,Gentle,Female,116,197,53,8
8AE6467F,Farigiraf,No,AD83B0DA,10BADA83,Poison,31,31,31,31,16,31,Sap Sipper,Quiet,Male,132,78,134,8
8AE7017E,Cetitan,No,AD846BD9,0BBD704B,Grass,31,31,31,8,31,31,Sheer Force,Hasty,Female,75,216,129,8
8B118680,Farigiraf,No,ADAEF0DB,E08EE059,Dark,23,31,31,31,31,31,Sap Sipper,Sassy,Female,173,185,204,8
8B11C080,Dondozo,No,ADAF2ADB,E18721A1,Dark,31,31,31,31,31,29,Water Veil,Relaxed,Male,149,31,134,8
8B1F0054,Dondozo,No,ADBC6AAF,EA7AD9B5,Dragon,31,31,31,31,15,31,Water Veil,Naive,Male,122,74,171,8
8B27006A,Dondozo,No,ADC46AC5,0A9958BA,Rock,10,31,31,31,31,31,Water Veil,Mild,Female,197,115,52,8
8B344180,Cetitan,No,ADD1ABDB,57A456EC,Dark,31,23,31,31,31,31,Sheer Force,Lonely,Female,183,198,132,8
8B3AA67E,Farigiraf,No,ADD810D9,7D2C973B,Electric,31,31,31,31,31,17,Sap Sipper,Naive,Female,84,196,193,8
8B490684,Farigiraf,No,ADE670DF,C23D691D,Poison,31,17,31,31,31,31,Sap Sipper,Naughty,Male,172,224,177,8
8B4D5707,Vaporeon,No,ADEAC162,B3801C14,Flying,31,25,31,31,31,31,Hydration,Brave,Female,68,228,121,8
8B60C04E,Dondozo,No,ADFE2AA9,255537DB,Fire,31,31,31,31,31,13,Water Veil,Serious,Male,63,205,149,8
8B98C06E,Dondozo,No,AE362AC9,060E9807,Fire,31,31,31,31,31,0,Water Veil,Lonely,Male,62,115,234,8
8BC2C674,Farigiraf,No,AE6030CF,9DBBC1C4,Dragon,31,31,31,31,6,31,Sap Sipper,Hardy,Female,185,189,142,8
8BC50683,Farigiraf,No,AE6270DE,92B0E612,Psychic,31,31,31,31,31,0,Sap Sipper,Adamant,Female,61,204,149,8
8BCD067C,Farigiraf,No,AE6A70D7,B2AA58C4,Ground,31,31,31,25,31,31,Sap Sipper,Sassy,Male,145,134,169,8
8BE60084,Dondozo,No,AE836ADF,0EDFD856,Rock,31,31,11,31,31,31,Water Veil,Careful,Female,163,196,102,8
8BE90080,Dondozo,No,AE866ADB,42D966C1,Dark,31,8,31,31,31,31,Water Veil,Mild,Male,187,195,117,9
8BEE8076,Dondozo,No,AE8BEAD1,2CD9FF3A,Fairy,4,31,31,31,31,31,Water Veil,Impish,Male,174,95,48,8
8BFF8672,Farigiraf,No,AE9CF0CD,68DEF2A7,Psychic,31,31,31,14,31,31,Sap Sipper,Timid,Male,44,96,180,8
8C1A8680,Farigiraf,No,AEB7F0DB,042B59FD,Dark,31,31,31,31,31,6,Sap Sipper,Timid,Male,139,152,35,8
8C26C16D,Cetitan,No,AEC42BC8,1537DAA1,Steel,24,31,31,31,31,31,Sheer Force,Docile,Male,119,112,194,8
8C298177,Cetitan,No,AEC6EBD2,482F18BB,Fighting,31,31,30,31,31,31,Sheer Force,Serious,Male,94,139,148,8
8C2A067A,Farigiraf,No,AEC770D5,463D583E,Grass,31,4,31,31,31,31,Sap Sipper,Brave,Male,77,176,51,8
8C38C17D,Cetitan,No,AED62BD8,8D3E56D9,Grass,31,22,31,31,31,31,Sheer Force,Serious,Male,188,140,25,8
8C42E686,Farigiraf,No,AEE050E1,A468D8D3,Fighting,31,31,31,31,31,3,Sap Sipper,Quirky,Male,165,156,99,8
8C48C183,Cetitan,No,AEE62BDE,CCCB6C74,Psychic,5,31,31,31,31,31,Sheer Force,Naive,Female,27,33,164,8
8C560078,Dondozo,No,AEF36AD3,D5DCD9BC,Steel,31,31,31,31,9,31,Water Veil,Serious,Female,43,155,82,8
8C618186,Cetitan,No,AEFEEBE1,27ED5528,Fighting,31,31,31,31,31,6,Sheer Force,Mild,Male,184,149,125,8
8C67D373,Amoonguss,No,AF053DCE,10B6766B,Ice,31,31,31,17,31,31,Regenerator,Naive,Female,110,144,57,8
8C93E19B,Cetitan,No,AF314BF6,E13D9056,Dragon,31,31,31,22,31,31,Sheer Force,Naughty,Female,145,196,157,8
8C960185,Cetitan,No,AF336BE0,D6B974C4,Normal,31,31,31,15,31,31,Sheer Force,Sassy,Female,122,102,75,8
8CB0E684,Farigiraf,No,AF4E50DF,6D4483A3,Poison,31,31,31,31,31,29,Sap Sipper,Lax,Male,100,113,57,8
8CB30187,Cetitan,No,AF506BE2,62D91807,Flying,31,31,31,31,12,31,Sheer Force,Brave,Male,144,109,108,8
8CB38073,Dondozo,No,AF50EACE,60DBD89D,Ice,24,31,31,31,31,31,Water Veil,Gentle,Male,106,57,33,8
8CCF019E,Cetitan,No,AF6C6BF9,B2573161,Fighting,31,22,31,31,31,31,Sheer Force,Gentle,Male,221,209,230,8
8CDC0684,Farigiraf,No,AF7970DF,FE5C31EB,Grass,31,31,17,31,31,31,Sap Sipper,Calm,Male,191,212,137,8
8CF9C07F,Dondozo,No,AF972ADA,8989279C,Psychic,31,31,23,31,31,31,Water Veil,Modest,Female,174,90,38,8
8D24067F,Farigiraf,No,AFC170DA,1D60E408,Steel,31,31,31,31,13,31,Sap Sipper,Quiet,Female,83,30,186,8
8D3AC054,Dondozo,No,AFD82AAF,84649ADE,Dragon,31,31,31,31,19,31,Water Veil,Lax,Female,110,137,188,8
8D4BC184,Cetitan,No,AFE92BDF,BFECB199,Psychic,31,31,17,31,31,31,Sheer Force,Lax,Female,189,109,151,8
8D539180,Dondozo,No,AFF0FBDB,DEC55A73,Dark,31,31,30,31,31,31,Water Veil,Gentle,Male,230,176,206,8
8D65E055,Dondozo,No,B0034AB0,17905664,Dark,31,31,31,7,31,31,Water Veil,Quiet,Male,51,172,135,8
8D6A4173,Cetitan,No,B007ABCE,46099A5D,Ice,31,31,31,31,31,11,Sheer Force,Careful,Male,180,84,140,8
8D6E006D,Dondozo,No,B00B6AC8,3509E9D2,Steel,31,31,31,31,8,31,Water Veil,Quirky,Female,70,149,106,8
8D79C686,Farigiraf,No,B01730E1,88347509,Fighting,31,31,31,31,21,31,Sap Sipper,Quiet,Female,218,87,87,8
8D96817E,Cetitan,No,B033EBD9,D3D92905,Rock,31,31,31,31,5,31,Sheer Force,Quirky,Male,75,111,49,8
8D96D6F2,Vaporeon,No,B034414D,D47F7BAA,Psychic,31,31,31,31,31,30,Hydration,Hasty,Female,66,18,104,8
8D9C017F,Cetitan,No,B0396BDA,FDCDFBD0,Dark,31,26,31,31,31,31,Sheer Force,Bashful,Male,47,148,208,8
8DEB0170,Cetitan,No,B0886BCB,41982DC7,Grass,12,31,31,31,31,31,Sheer Force,Jolly,Female,139,188,180,8
8DEB7D81,Amoonguss,No,B088E7DC,41A82967,Dragon,31,31,31,31,25,31,Regenerator,Quirky,Female,112,37,66,8
8E184085,Dondozo,No,B0B5AAE0,0CE12978,Normal,31,31,31,31,31,25,Water Veil,Naive,Female,99,94,154,8
8E208688,Farigiraf,No,B0BDF0E3,2A02832E,Poison,31,31,31,31,31,19,Sap Sipper,Bashful,Female,220,152,153,8
8E2EB313,Amoonguss,No,B0CC1D6E,31A6FB74,Ice,31,6,31,31,31,31,Regenerator,Rash,Male,123,150,122,8
8E36067C,Farigiraf,No,B0D370D7,541100D6,Electric,31,31,31,28,31,31,Sap Sipper,Impish,Male,133,225,207,8
8E3EC684,Farigiraf,No,B0DC30DF,730AF763,Poison,31,31,17,31,31,31,Sap Sipper,Brave,Male,129,39,156,8
8E450180,Cetitan,No,B0E26BDB,978C97B8,Dark,31,31,31,5,31,31,Sheer Force,Lonely,Male,161,76,223,8
8E4D4173,Cetitan,No,B0EAABCE,B8871B61,Ice,31,4,31,31,31,31,Sheer Force,Naughty,Female,147,113,145,8
8E4EC67F,Farigiraf,No,B0EC30DA,B29ED9C7,Ghost,3,31,31,31,31,31,Sap Sipper,Jolly,Male,116,119,68,8
8E97C180,Cetitan,No,B1352BDB,CF7916BE,Dark,30,31,31,31,31,31,Sheer Force,Timid,Male,111,80,147,8
8E9B605B,Dondozo,No,B138CAB6,00EF3DA8,Steel,31,21,31,31,31,31,Water Veil,Mild,Female,55,147,130,8
8E9E0187,Cetitan,No,B13B6BE2,F47239CC,Flying,31,18,31,31,31,31,Sheer Force,Quiet,Male,124,130,90,8
8EB30166,Cetitan,No,B1506BC1,60975984,Fighting,31,31,31,31,20,31,Sheer Force,Careful,Female,197,164,69,8
8EC2E6A3,Farigiraf,No,B16050FE,A298172C,Psychic,31,30,31,31,31,31,Sap Sipper,Hasty,Female,133,14,19,8
8EFDC052,Dondozo,No,B19B2AAD,774519FC,Psychic,31,31,31,7,31,31,Water Veil,Gentle,Female,24,140,155,8
8F19C672,Farigiraf,No,B1B730CD,0604DB7D,Psychic,31,31,31,31,12,31,Sap Sipper,Gentle,Female,135,218,79,8
8F559D87,Amoonguss,No,B1F307E2,D4EED731,Flying,31,7,31,31,31,31,Regenerator,Adamant,Male,66,133,140,8
8F5F4185,Cetitan,No,B1FCABE0,EFB961F2,Normal,31,31,31,30,31,31,Sheer Force,Hardy,Female,117,74,242,8
8F688684,Farigiraf,No,B205F0DF,48E398F0,Dark,31,31,31,31,31,31,Sap Sipper,Hasty,Male,43,97,198,8
8F888684,Farigiraf,No,B225F0DF,C9677DD0,Dark,31,16,31,31,31,31,Sap Sipper,Docile,Female,160,117,215,8
8FA30683,Farigiraf,No,B24070DE,1F92A674,Psychic,31,31,1,31,31,31,Sap Sipper,Mild,Female,153,97,83,8
8FD7E183,Cetitan,No,B2754BDE,CDD11784,Psychic,31,31,31,13,31,31,Sheer Force,Timid,Male,125,127,142,8
8FDA7303,Amoonguss,No,B277DD5E,04151967,Psychic,31,31,31,5,31,31,Regenerator,Careful,Male,107,164,146,8
8FF98677,Farigiraf,No,B296F0D2,85609B68,Fighting,31,31,31,31,31,31,Sap Sipper,Brave,Female,142,97,101,8
8FFB4179,Cetitan,No,B298ABD4,8066BDC5,Rock,31,31,31,31,9,31,Sheer Force,Hasty,Female,97,168,120,8
8FFC81C0,Cetitan,No,B299EC1B,79641A88,Dark,17,31,31,31,31,31,Sheer Force,Quirky,Female,125,88,119,8
9007D36D,Amoonguss,No,B2A53DC8,954E2E0A,Steel,31,31,31,31,31,18,Regenerator,Brave,Male,221,160,165,8
905C8177,Cetitan,No,B2F9EBD2,0259D774,Flying,31,26,31,31,31,31,Sheer Force,Careful,Male,149,126,118,8
9075816E,Cetitan,No,B312EBC9,5E7D9881,Fire,26,31,31,31,31,31,Sheer Force,Brave,Female,223,234,184,8
9079815D,Cetitan,No,B316EBB8,8E7ADAD4,Rock,30,31,31,31,31,31,Sheer Force,Impish,Female,104,79,165,8
90820185,Cetitan,No,B31F6BE0,A92B5A4A,Normal,31,31,25,31,31,31,Sheer Force,Naughty,Male,41,122,140,8
908FE6D2,Farigiraf,No,B32D512D,B6859BEA,Psychic,31,16,31,31,31,31,Sap Sipper,Impish,Female,21,167,64,8
90AC8188,Cetitan,No,B349EBE3,433D397A,Poison,11,31,31,31,31,31,Sheer Force,Lax,Female,146,214,81,8
90DF8685,Farigiraf,No,B37CF0E0,F6DA71E5,Normal,31,31,31,31,19,31,Sap Sipper,Serious,Female,117,158,165,8
90FE0088,Dondozo,No,B39B6AE3,7904F058,Poison,27,31,31,31,31,31,Water Veil,Mild,Male,64,137,156,8
90FF2087,Dondozo,No,B39C8AE2,7586187B,Flying,31,14,31,31,31,31,Water Veil,Hasty,Female,146,140,200,8
9105817E,Cetitan,No,B3A2EBD9,9DB7FF22,Flying,31,31,1,31,31,31,Sheer Force,Adamant,Male,57,170,218,8
9113807D,Dondozo,No,B3B0EAD8,E5C837EF,Dragon,31,31,31,31,31,15,Water Veil,Bold,Female,167,150,189,8
9118C688,Farigiraf,No,B3B630E3,10C6CD57,Poison,31,24,31,31,31,31,Sap Sipper,Careful,Female,56,181,63,8
911CC082,Dondozo,No,B3BA2ADD,00BB630A,Dragon,31,31,31,31,1,31,Water Veil,Quirky,Female,111,229,94,8
912DA19E,Cetitan,No,B3CB0BF9,3E4E9DF2,Fighting,31,31,8,31,31,31,Sheer Force,Calm,Male,81,105,6,8
91300068,Dondozo,No,B3CD6AC3,6FEC97D3,Poison,9,31,31,31,31,31,Water Veil,Adamant,Male,175,143,177,8
91488184,Cetitan,No,B3E5EBDF,D16CBD54,Dark,31,31,31,23,31,31,Sheer Force,Hasty,Male,107,226,26,8
914AFA08,Blissey,No,B3E86463,C88D3DBC,Poison,31,31,31,31,31,30,Healer,Modest,Female,99,107,52,8
9150C686,Farigiraf,No,B3EE30E1,F097FE12,Fighting,14,31,31,31,31,31,Sap Sipper,Jolly,Female,198,188,86,8
915E6169,Cetitan,No,B3FBCBC4,F6F7B4C8,Ground,31,31,14,31,31,31,Sheer Force,Naughty,Female,17,122,127,8
91654671,Farigiraf,No,B402B0CC,1AA79872,Electric,31,31,31,31,19,31,Sap Sipper,Careful,Male,211,224,106,8
918C9D82,Amoonguss,No,B42A07DD,C1D15913,Dragon,10,31,31,31,31,31,Regenerator,Brave,Male,198,161,171,8
91B1C682,Farigiraf,No,B44F30DD,6D64DAD5,Dragon,31,7,31,31,31,31,Sap Sipper,Docile,Female,68,108,159,9
91B2406C,Dondozo,No,B44FAAC7,677B1F85,Ghost,31,31,31,31,31,0,Water Veil,Bold,Female,150,165,125,8
91C58082,Dondozo,No,B462EADD,9DFF1659,Dragon,31,31,31,31,31,9,Water Veil,Impish,Female,188,95,107,8
91FD607E,Dondozo,No,B49ACAD9,7BAADB1E,Flying,31,31,31,31,24,31,Water Veil,Adamant,Male,98,80,48,8
9206D706,Vaporeon,No,B4A44161,979E6817,Fighting,31,31,31,12,31,31,Hydration,Serious,Male,184,160,46,8
9216467E,Farigiraf,No,B4B3B0D9,D56AA89A,Electric,31,31,31,31,31,23,Sap Sipper,Jolly,Male,27,123,188,8
9224219E,Cetitan,No,B4C18BF9,1EF5CBFC,Poison,31,17,31,31,31,31,Sheer Force,Lonely,Female,191,138,173,8
9228771A,Vaporeon,No,B4C5E175,4E36A7DA,Steel,31,31,31,26,31,31,Hydration,Modest,Male,142,172,84,8
9234C076,Dondozo,No,B4D22AD1,5F88D735,Fairy,31,31,31,31,31,1,Water Veil,Adamant,Male,77,121,47,8
926C016C,Cetitan,No,B5096BC7,3E236FA8,Ghost,31,5,31,31,31,31,Sheer Force,Timid,Male,94,115,114,8
92700171,Cetitan,No,B50D6BCC,6E409A2C,Electric,31,31,31,31,31,1,Sheer Force,Serious,Female,71,162,222,8
92704060,Dondozo,No,B50DAABB,6D451711,Fairy,31,31,31,31,20,31,Water Veil,Adamant,Male,155,87,238,9
