Seed	Shiny	Stars	Species	Level	TeraType	EC	PID	HP	ATK	DEF	SPA	SPD	SPE	Ability	Nature	Gender	Height	Weight	Scale	Move1	Move2	Move3	Move4	EventIndex	Calcs	
004FFECD	Star	4	Illumise	45	Steel	22ED6928	99D23F13	31	8	31	11	31	28	Prankster (H)	Rash	♀	100	144	199	Bug Buzz	Giga Drain	Quick Attack	Attract	0	5242573	
005023CF	Star	4	Piloswine	45	Water	22ED8E2A	74B0D271	21	31	28	31	31	13	Snow Cloak (2)	Gentle	♀	138	94	164	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	5252047	
00504481	Star	5	Shiftry	75	Normal	22EDAEDC	4B99ED58	31	31	31	31	4	25	Wind Rider (2)	Impish	♂	113	114	126	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	5260417	
005055DC	Star	4	Dusclops	45	Grass	22EDC037	8C532A92	1	31	0	31	31	31	Pressure (1)	Naive	♀	95	236	204	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	5264860	
00507AC8	Star	4	Clefable	45	Poison	22EDE523	86882049	1	31	13	31	12	31	Magic Guard (2)	Quiet	♂	206	218	106	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	5274312	
00508FC2	Star	3	Nuzleaf	35	Steel	22EDFA1D	BB291DE8	0	31	31	11	0	21	Early Bird (2)	Careful	♀	152	18	190	Razor Leaf	Take Down	Fake Out	Payback	0	5279682	
005094AE	Star	3	Swadloon	35	Fire	22EDFF09	1DD7BB16	26	31	2	31	30	27	Chlorophyll (2)	Impish	♂	54	98	171	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	5280942	
00509FF8	Star	5	Probopass	75	Ghost	22EE0A53	5172F7B3	31	31	31	5	24	31	Sand Force (H)	Relaxed	♂	22	130	109	Body Press	Power Gem	Flash Cannon	Harden	0	5283832	
0050A3E5	Star	4	Furret	45	Normal	22EE0E40	6C85CA44	31	31	18	27	9	31	Keen Eye (2)	Rash	♂	198	214	67	Take Down	Flamethrower	Sucker Punch	Charm	0	5284837	
0050A545	Star	4	Clefable	45	Normal	22EE0FA0	F6F95038	31	30	31	1	7	31	Cute Charm (1)	Jolly	♀	164	160	46	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	5285189	
0050C452	Star	4	Furret	45	Psychic	22EE2EAD	063EA0FF	3	31	10	15	31	31	Run Away (1)	Lonely	♂	125	132	88	Take Down	Flamethrower	Sucker Punch	Charm	0	5293138	
0050D26A	Star	4	Hakamo-o	45	Rock	22EE3CC5	4A6BECAA	31	24	20	19	31	31	Soundproof (2)	Jolly	♀	129	241	252	Dragon Claw	Screech	Close Combat	Metal Claw	0	5296746	
0050E9F5	Star	5	Snorlax	75	Dark	22EE5450	EC284AE9	12	8	31	31	31	31	Thick Fat (2)	Serious	♂	103	15	105	Body Slam	Heavy Slam	Bite	Mud-Slap	0	5302773	
0050F807	Star	5	Politoed	75	Flying	22EE6262	23968557	31	21	31	31	0	31	Drizzle (H)	Bashful	♂	214	113	152	Surf	Hyper Voice	Weather Ball	Encore	0	5306375	
00510146	Star	4	Crawdaunt	45	Fighting	22EE6BA1	1547B386	31	31	3	8	31	17	Shell Armor (2)	Lonely	♀	140	121	97	Knock Off	Crabhammer	Aqua Jet	Taunt	0	5308742	
005106E8	Star	4	Ribombee	45	Poison	22EE7143	89122FD3	14	16	31	31	16	31	Honey Gather (1)	Jolly	♀	88	37	87	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	5310184	
005114D0	Star	4	Crawdaunt	45	Grass	22EE7F2B	A56903A8	29	19	31	31	8	31	Adaptability (H)	Timid	♀	82	177	122	Knock Off	Crabhammer	Aqua Jet	Taunt	0	5313744	
005148EC	Star	5	Victreebel	75	Ghost	22EEB347	FAC95C08	31	31	31	23	31	26	Chlorophyll (1)	Bold	♀	176	187	54	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	5327084	
00515B13	Star	5	Mienshao	75	Ice	22EEC56E	E0B94678	31	31	20	31	31	27	Reckless (H)	Lax	♂	77	100	141	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	5331731	
005195AD	Star	3	Swadloon	35	Steel	22EF0008	00D5A614	31	15	2	22	6	31	Leaf Guard (1)	Naive	♂	137	139	115	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	5346733	
0051B4F6	Star	5	Probopass	75	Fairy	22EF1F51	B9B71F76	31	31	31	31	14	28	Magnet Pull (2)	Serious	♂	195	29	136	Body Press	Power Gem	Flash Cannon	Harden	0	5354742	
0051C250	Star	4	Hakamo-o	45	Grass	22EF2CAB	141FB2DE	31	2	11	31	31	13	Bulletproof (1)	Careful	♂	117	54	194	Dragon Claw	Screech	Close Combat	Metal Claw	0	5358160	
00520152	Star	4	Crawdaunt	45	Psychic	22EF6BAD	0514A3D5	4	27	22	31	31	31	Adaptability (H)	Lonely	♂	123	132	55	Knock Off	Crabhammer	Aqua Jet	Taunt	0	5374290	
00524790	Star	3	Noctowl	35	Grass	22EFB1EB	40A6E667	31	31	6	23	26	15	Tinted Lens (H)	Jolly	♀	30	146	147	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	5392272	
00525198	Square	4	Ariados	45	Ghost	22EFBBF3	50E0F620	16	17	31	26	31	31	Insomnia (2)	Bashful	♀	102	196	21	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	5394840	
005261B6	Star	3	Clefairy	35	Fairy	22EFCC11	26C08001	27	5	10	31	31	25	Friend Guard (H)	Gentle	♀	140	104	192	Meteor Mash	Dazzling Gleam	Encore	Charm	0	5398966	
0052BF84	Star	5	Dusknoir	75	Poison	22F029DF	2D9F8B5E	25	10	31	31	31	31	Frisk (H)	Adamant	♀	118	149	144	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	5422980	
0052C78E	Star	5	Ludicolo	75	Fire	22F031E9	689BCE5A	24	31	31	31	17	31	Rain Dish (2)	Naughty	♂	34	72	105	Energy Ball	Surf	Fake Out	Trailblaze	0	5425038	
0052C818	Star	3	Mienfoo	35	Ghost	22F03273	DDBE7B7F	0	31	31	24	7	23	Reckless (H)	Modest	♀	132	136	163	Force Palm	Fake Out	Knock Off	Feint	0	5425176	
0052DBB2	Star	3	Ekans	35	Psychic	22F0460D	747BD2BA	31	15	31	17	2	31	Intimidate (1)	Careful	♀	176	148	149	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	5430194	
0052DE8E	Star	4	Clefable	45	Fire	22F048E9	6EF8C839	15	31	14	31	31	24	Cute Charm (1)	Mild	♀	164	62	127	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	5430926	
0052FC44	Star	4	Leavanny	45	Poison	22F0669F	608FC64E	31	25	31	31	9	7	Chlorophyll (2)	Quiet	♀	13	32	210	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	5438532	
00530FC4	Star	4	Dusclops	45	Poison	22F07A1F	A3540595	31	6	27	20	31	31	Pressure (1)	Relaxed	♂	182	155	34	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	5443524	
0053245E	Star	4	Graveler-Normal	45	Fire	22F08EB9	1B8CBD4D	31	31	15	29	31	31	Rock Head (1)	Bold	♀	199	132	118	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	5448798	
005333D5	Square	4	Dipplin	45	Dark	22F09E30	6AC9CC09	23	31	26	31	12	31	Gluttony (2)	Brave	♂	53	88	100	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	5452757	
0053A297	Star	5	Kommo-o	75	Dark	22F10CF2	C40C62CD	1	31	31	31	31	30	Soundproof (2)	Adamant	♀	163	115	149	Brick Break	Dragon Claw	Boomburst	Scary Face	0	5481111	
0053D771	Star	5	Golem-Normal	75	Electric	22F141CC	4D24EBE5	19	31	31	31	22	31	Sturdy (2)	Lax	♀	110	193	131	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	5494641	
0053D948	Star	4	Ariados	45	Poison	22F143A3	2A098CC8	3	2	12	31	31	31	Sniper (H)	Quiet	♀	70	124	156	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	5495112	
00541414	Star	4	Dipplin	45	Dragon	22F17E6F	F4EE522F	10	31	17	31	31	28	Gluttony (2)	Bold	♂	133	101	49	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	5510164	
0054739E	Star	4	Crawdaunt	45	Fire	22F1DDF9	7665D0A4	9	31	27	31	20	31	Adaptability (H)	Impish	♀	38	129	168	Knock Off	Crabhammer	Aqua Jet	Taunt	0	5534622	
00548D77	Star	5	Mienshao	75	Dark	22F1F7D2	D44A728B	31	31	31	29	31	31	Inner Focus (1)	Modest	♀	56	87	160	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	5541239	
0054AFD6	Star	4	Dusclops	45	Fairy	22F21A31	B79B115A	31	31	28	31	19	15	Pressure (1)	Hardy	♂	215	100	103	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	5550038	
0054D585	Star	5	Snorlax	75	Normal	22F23FE0	7B27DDE6	18	31	31	31	31	6	Immunity (1)	Careful	♂	56	194	111	Body Slam	Heavy Slam	Bite	Mud-Slap	0	5559685	
0054F573	Star	5	Victreebel	75	Ice	22F25FCE	17BFB17E	4	31	31	1	31	31	Chlorophyll (1)	Sassy	♂	45	149	117	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	5567859	
00552EBE	Star	3	Lombre	35	Fire	22F29919	A73901F8	31	31	20	14	26	11	Rain Dish (2)	Quiet	♂	162	64	115	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	5582526	
00556816	Star	5	Vikavolt	75	Fairy	22F2D271	411AE7DB	31	31	9	31	31	25	Levitate (1)	Timid	♂	66	247	150	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	5597206	
00557D06	Star	5	Mienshao	75	Fighting	22F2E761	3A8A9C4B	4	31	31	31	4	31	Regenerator (2)	Adamant	♂	137	93	216	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	5602566	
0055839D	Star	5	Conkeldurr	75	Water	22F2EDF8	48A5EE64	31	31	26	31	31	16	Guts (1)	Hardy	♂	84	136	93	Hammer Arm	Stone Edge	Superpower	Scary Face	0	5604253	
0055CF2D	Star	3	Nuzleaf	35	Steel	22F33988	D6B27073	31	31	1	31	17	4	Pickpocket (H)	Calm	♂	147	99	232	Razor Leaf	Take Down	Fake Out	Payback	0	5623597	
0055D779	Star	5	Golem-Normal	75	Bug	22F341D4	2D578B96	29	31	26	31	31	31	Rock Head (1)	Hasty	♀	165	207	95	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	5625721	
0055DADE	Star	4	Leavanny	45	Fire	22F34539	820B24CA	11	27	31	31	31	25	Chlorophyll (2)	Sassy	♀	130	185	82	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	5626590	
00560A29	Star	3	Gurdurr	35	Ground	22F37484	B35B159A	29	31	23	31	31	16	Sheer Force (2)	Relaxed	♂	83	123	131	Low Kick	Rock Slide	Scary Face	Slam	0	5638697	
0056279C	Star	5	Kommo-o	75	Grass	22F391F7	C71B61DA	31	5	31	31	31	21	Soundproof (2)	Jolly	♀	195	88	130	Brick Break	Dragon Claw	Boomburst	Scary Face	0	5646236	
0056318B	Star	4	Furret	45	Bug	22F39BE6	306496A5	1	31	31	31	10	12	Frisk (H)	Calm	♂	59	63	104	Take Down	Flamethrower	Sucker Punch	Charm	0	5648779	
005699F2	Star	5	Snorlax	75	Psychic	22F4044D	AB770DB6	31	31	31	5	14	31	Thick Fat (2)	Careful	♂	74	119	53	Body Slam	Heavy Slam	Bite	Mud-Slap	0	5675506	
0056CF0F	Star	4	Piloswine	45	Water	22F4396A	FEB15870	31	31	14	24	31	23	Oblivious (1)	Modest	♂	129	94	22	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	5689103	
0056D9C1	Star	3	Munchlax	35	Flying	22F4441C	B71A11DB	3	6	31	31	27	10	Thick Fat (2)	Timid	♂	222	224	92	Bite	Covet	Flail	Defense Curl	0	5691841	
0056DD95	Star	3	Nuzleaf	35	Dark	22F447F0	43D8E519	31	20	31	20	5	21	Chlorophyll (1)	Adamant	♀	86	87	128	Razor Leaf	Take Down	Fake Out	Payback	0	5692821	
0056EBDA	Star	4	Clefable	45	Rock	22F45635	83442585	11	31	11	8	31	31	Magic Guard (2)	Hardy	♀	170	148	130	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	5696474	
0056EF88	Star	5	Milotic	75	Poison	22F459E3	C62060E1	31	5	31	31	31	7	Cute Charm (H)	Jolly	♀	67	44	109	Chilling Water	Surf	Dragon Pulse	Attract	0	5697416	
0056F7CC	Star	4	Ribombee	45	Ghost	22F46227	FADB5C1A	31	19	11	31	11	31	Honey Gather (1)	Adamant	♂	67	155	78	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	5699532	
0056F860	Star	4	Furret	45	Water	22F462BB	14EBB22A	31	20	10	31	31	30	Keen Eye (2)	Quirky	♀	165	142	129	Take Down	Flamethrower	Sucker Punch	Charm	0	5699680	
00570620	Star	4	Dipplin	45	Flying	22F4707B	A8830E42	31	31	17	0	30	31	Supersweet Syrup (1)	Adamant	♀	65	169	177	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	5703200	
005719DC	Star	4	Magcargo	45	Grass	22F48437	B30315C2	9	31	31	31	15	31	Magma Armor (1)	Careful	♂	175	97	78	Flamethrower	Rock Tomb	Harden	Rock Slide	0	5708252	
005724EE	Star	5	Victreebel	75	Fire	22F48F49	5B8EFD4F	31	31	31	30	31	7	Gluttony (H)	Quiet	♀	106	131	164	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	5711086	
00578D22	Star	3	Swadloon	35	Dragon	22F4F77D	D8AE7E6F	31	7	31	28	8	30	Overcoat (H)	Bashful	♀	31	34	71	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	5737762	
0057A77E	Star	5	Probopass	75	Fire	22F511D9	EF9C495D	31	31	31	18	31	17	Magnet Pull (2)	Quiet	♀	156	92	80	Body Press	Power Gem	Flash Cannon	Harden	0	5744510	
0057BCFB	Star	5	Conkeldurr	75	Ground	22F52756	94EA322B	31	1	31	15	31	31	Iron Fist (H)	Timid	♂	33	84	123	Hammer Arm	Stone Edge	Superpower	Scary Face	0	5750011	
0057EBBE	Star	3	Ekans	35	Fire	22F55619	33CF950E	28	31	1	29	31	20	Unnerve (H)	Bold	♀	155	153	17	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	5761982	
0057F7C0	Star	3	Noctowl	35	Normal	22F5621B	EAC14C00	13	5	6	27	31	31	Keen Eye (2)	Serious	♂	180	128	109	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	5765056	
00583D2D	Square	3	Swadloon	35	Steel	22F5A788	FF7A59BA	31	31	22	4	18	2	Chlorophyll (2)	Jolly	♀	166	83	220	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	5782829	
00586BAF	Star	3	Ekans	35	Water	22F5D60A	04D7A216	5	31	6	26	31	14	Intimidate (1)	Bold	♂	152	204	115	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	5794735	
00587047	Star	4	Piloswine	45	Flying	22F5DAA2	4BB9ED78	13	31	31	0	31	4	Snow Cloak (2)	Calm	♂	87	109	118	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	5795911	
00588A12	Star	3	Clefairy	35	Psychic	22F5F46D	FCB75A76	0	31	0	4	26	31	Magic Guard (2)	Quirky	♀	166	117	37	Meteor Mash	Dazzling Gleam	Encore	Charm	0	5802514	
0058915D	Star	4	Graveler-Normal	45	Water	22F5FBB8	266280A3	31	31	29	31	1	18	Rock Head (1)	Docile	♀	110	109	154	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	5804381	
0058A5E4	Star	4	Illumise	45	Poison	22F6103F	75BAD37B	17	24	31	31	12	31	Prankster (H)	Timid	♀	113	87	47	Bug Buzz	Giga Drain	Quick Attack	Attract	0	5809636	
0058B556	Star	4	Ribombee	45	Fairy	22F61FB1	DBE07D21	31	31	14	7	15	31	Honey Gather (1)	Lonely	♂	224	68	135	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	5813590	
0058BCFA	Star	5	Conkeldurr	75	Rock	22F62755	B1981759	31	31	25	31	14	31	Sheer Force (2)	Rash	♂	82	128	180	Hammer Arm	Stone Edge	Superpower	Scary Face	0	5815546	
0058C467	Square	4	Dusclops	45	Flying	22F62EC2	552AF3EA	28	25	31	31	12	31	Pressure (1)	Hasty	♂	173	192	138	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	5817447	
00591834	Star	3	Sandshrew-Normal	35	Dragon	22F6828F	D0E67627	31	20	30	31	0	26	Sand Rush (H)	Hasty	♂	164	139	54	Flail	Bulldoze	Slash	Sandstorm	0	5838900	
005929C5	Square	4	Magcargo	45	Normal	22F69420	42CEE40E	21	31	31	1	20	31	Magma Armor (1)	Jolly	♂	240	179	186	Flamethrower	Rock Tomb	Harden	Rock Slide	0	5843397	
005939DF	Star	4	Magcargo	45	Steel	22F6A43A	48C8EE09	16	31	31	10	31	15	Magma Armor (1)	Naive	♂	146	116	82	Flamethrower	Rock Tomb	Harden	Rock Slide	0	5847519	
00594589	Star	5	Golem-Normal	75	Ground	22F6AFE4	4D97EB56	31	31	20	31	24	31	Rock Head (1)	Jolly	♂	125	163	150	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	5850505	
00594C8D	Star	4	Carbink	45	Steel	22F6B6E8	43B2E573	13	31	18	2	31	31	Clear Body (1)	Quiet	-	87	191	81	Power Gem	Moonblast	Stone Edge	Light Screen	0	5852301	
00598ECA	Star	4	Illumise	45	Rock	22F6F925	B92B1FEA	31	31	31	14	27	10	Oblivious (1)	Calm	♀	68	76	175	Bug Buzz	Giga Drain	Quick Attack	Attract	0	5869258	
00599CB2	Star	3	Gurdurr	35	Psychic	22F7070D	55ECF32D	5	22	31	31	1	21	Sheer Force (2)	Timid	♂	106	118	206	Low Kick	Rock Slide	Scary Face	Slam	0	5872818	
0059BF45	Star	4	Crawdaunt	45	Normal	22F729A0	CE8D684C	31	31	26	6	31	23	Hyper Cutter (1)	Timid	♂	125	106	207	Knock Off	Crabhammer	Aqua Jet	Taunt	0	5881669	
0059D36A	Star	4	Dipplin	45	Rock	22F73DC5	6C72CAB3	31	15	18	31	31	14	Supersweet Syrup (1)	Quirky	♂	119	146	160	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	5886826	
0059F1C9	Star	4	Leavanny	45	Ground	22F75C24	C3C16500	14	28	31	17	31	31	Chlorophyll (2)	Adamant	♀	74	146	96	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	5894601	
005A0DC9	Star	4	Carbink	45	Ground	22F77824	BA3B1CFA	30	31	31	31	4	30	Clear Body (1)	Sassy	-	57	143	119	Power Gem	Moonblast	Stone Edge	Light Screen	0	5901769	
005A39F3	Star	5	Snorlax	75	Ice	22F7A44E	98FE3E3F	31	8	31	31	31	31	Gluttony (H)	Hasty	♂	235	188	138	Body Slam	Heavy Slam	Bite	Mud-Slap	0	5913075	
005A553E	Star	3	Sandshrew-Normal	35	Fire	22F7BF99	D63770F6	31	3	31	3	26	7	Sand Rush (H)	Lax	♂	52	69	121	Flail	Bulldoze	Slash	Sandstorm	0	5920062	
005A586A	Square	4	Furret	45	Rock	22F7C2C5	6061C6A1	31	7	31	16	31	16	Run Away (1)	Hasty	♂	64	208	70	Take Down	Flamethrower	Sucker Punch	Charm	0	5920874	
005A7472	Star	5	Mienshao	75	Psychic	22F7DECD	20C68607	18	31	31	31	31	24	Inner Focus (1)	Rash	♂	136	159	129	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	5928050	
005A7F36	Star	3	Nuzleaf	35	Fairy	22F7E991	DD6B7BAA	8	17	25	31	3	31	Chlorophyll (1)	Quiet	♀	64	105	171	Razor Leaf	Take Down	Fake Out	Payback	0	5930806	
005AB61F	Star	4	Furret	45	Steel	22F8207A	F17E57BF	31	18	13	31	31	6	Run Away (1)	Careful	♂	133	177	92	Take Down	Flamethrower	Sucker Punch	Charm	0	5944863	
005ADBBF	Star	3	Ekans	35	Steel	22F8461A	A17907B8	24	31	6	24	31	15	Intimidate (1)	Jolly	♂	188	170	127	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	5954495	
005AF926	Star	3	Munchlax	35	Fighting	22F86381	EF494988	28	4	20	31	14	31	Thick Fat (2)	Relaxed	♂	61	189	168	Bite	Covet	Flail	Defense Curl	0	5962022	
005AFE29	Star	3	Noctowl	35	Ground	22F86884	F67950B8	28	31	23	31	2	26	Tinted Lens (H)	Hasty	♀	193	85	40	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	5963305	
005B0836	Star	3	Sandshrew-Normal	35	Fairy	22F87291	9AA43C65	10	4	31	5	28	31	Sand Veil (1)	Adamant	♀	219	128	201	Flail	Bulldoze	Slash	Sandstorm	0	5965878	
005B196C	Star	5	Golem-Normal	75	Ghost	22F883C7	F36955A8	31	31	31	31	31	6	Sturdy (2)	Mild	♀	118	114	150	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	5970284	
005B2518	Star	5	Probopass	75	Ghost	22F88F73	7432D2F3	13	31	25	31	31	31	Sturdy (1)	Bold	♀	113	140	118	Body Press	Power Gem	Flash Cannon	Harden	0	5973272	
005B3669	Star	4	Clefable	45	Ground	22F8A0C4	26C78006	30	31	31	31	26	28	Magic Guard (2)	Sassy	♀	113	19	228	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	5977705	
005B4BC8	Star	4	Clefable	45	Poison	22F8B623	8CD32A12	31	25	31	27	11	31	Cute Charm (1)	Docile	♀	153	73	102	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	5983176	
005B4F9C	Star	4	Ariados	45	Grass	22F8B9F7	7885DE44	31	2	31	31	26	16	Sniper (H)	Rash	♂	216	100	188	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	5984156	
005B69DA	Star	4	Magcargo	45	Rock	22F8D435	BE831842	31	23	16	31	31	22	Weak Armor (H)	Bold	♂	171	131	150	Flamethrower	Rock Tomb	Harden	Rock Slide	0	5990874	
005BAEF6	Star	5	Ludicolo	75	Fairy	22F91951	55A8F369	31	31	31	31	17	18	Own Tempo (H)	Jolly	♀	141	108	104	Energy Ball	Surf	Fake Out	Trailblaze	0	6008566	
005C0E24	Star	4	Ribombee	45	Poison	22F9787F	009BA65A	1	31	11	31	31	6	Honey Gather (1)	Lax	♀	173	95	122	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	6032932	
005C2404	Star	5	Ludicolo	75	Poison	22F98E5F	E5FA433B	10	23	31	31	31	31	Rain Dish (2)	Jolly	♂	187	139	51	Energy Ball	Surf	Fake Out	Trailblaze	0	6038532	
005C29F1	Star	5	Snorlax	75	Electric	22F9944C	B2B81479	31	0	31	31	31	19	Thick Fat (2)	Relaxed	♂	128	144	163	Body Slam	Heavy Slam	Bite	Mud-Slap	0	6040049	
005C35E8	Star	4	Leavanny	45	Poison	22F9A043	43D1E510	15	31	31	16	31	18	Chlorophyll (2)	Adamant	♀	168	173	134	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	6043112	
005C757E	Star	5	Milotic	75	Fire	22F9DFD9	F2B15470	31	31	20	31	31	16	Cute Charm (H)	Serious	♂	85	102	44	Chilling Water	Surf	Dragon Pulse	Attract	0	6059390	
005C84DA	Star	4	Dipplin	45	Rock	22F9EF35	5133F7F2	31	28	29	31	28	31	Supersweet Syrup (1)	Naive	♀	207	192	62	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	6063322	
005C8BA1	Star	3	Mienfoo	35	Ghost	22F9F5FC	80B62677	31	31	21	23	22	24	Regenerator (2)	Rash	♂	200	35	159	Force Palm	Fake Out	Knock Off	Feint	0	6065057	
005C99E5	Star	4	Piloswine	45	Normal	22FA0440	8C402A81	15	31	28	30	31	31	Thick Fat (H)	Adamant	♂	171	118	159	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	6068709	
005CF16F	Star	5	Golem-Normal	75	Water	22FA5BCA	3BCE9D0F	31	26	31	31	4	31	Sturdy (2)	Hasty	♀	111	92	184	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	6091119	
005D4DE1	Star	4	Ribombee	45	Bug	22FAB83C	B52713E6	31	18	27	31	31	16	Sweet Veil (H)	Docile	♀	139	87	73	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	6114785	
005D874D	Star	4	Furret	45	Steel	22FAF1A8	1617B0D6	31	31	7	31	15	2	Frisk (H)	Quiet	♀	117	170	121	Take Down	Flamethrower	Sucker Punch	Charm	0	6129485	
005DB38C	Star	3	Nuzleaf	35	Ghost	22FB1DE7	1940BF81	31	12	17	15	29	31	Pickpocket (H)	Serious	♀	70	120	87	Razor Leaf	Take Down	Fake Out	Payback	0	6140812	
005DE491	Star	5	Golem-Normal	75	Electric	22FB4EEC	F10C57CD	31	31	28	31	20	31	Sand Veil (H)	Docile	♀	210	111	188	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	6153361	
005E070E	Star	5	Golem-Normal	75	Fire	22FB7169	D29F745E	31	31	31	31	8	14	Rock Head (1)	Careful	♂	40	109	131	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	6162190	
005E13E6	Star	4	Crawdaunt	45	Fighting	22FB7E41	6550C391	31	31	31	9	24	16	Hyper Cutter (1)	Impish	♂	93	174	99	Knock Off	Crabhammer	Aqua Jet	Taunt	0	6165478	
005E2B0B	Star	5	Milotic	75	Bug	22FB9566	0F21A9E0	12	31	31	28	31	31	Cute Charm (H)	Gentle	♀	139	177	206	Chilling Water	Surf	Dragon Pulse	Attract	0	6171403	
005E3BB9	Star	3	Ekans	35	Bug	22FBA614	42FFE43E	31	22	10	2	31	17	Shed Skin (2)	Relaxed	♀	74	201	86	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	6175673	
005E673E	Star	3	Clefairy	35	Fire	22FBD199	86F52034	31	27	4	10	31	2	Friend Guard (H)	Naive	♀	168	221	99	Meteor Mash	Dazzling Gleam	Encore	Charm	0	6186814	
005E6E3A	Star	3	Noctowl	35	Rock	22FBD895	9CD03A11	31	3	30	20	31	13	Keen Eye (2)	Hasty	♂	84	157	190	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	6188602	
005EAF8E	Star	5	Vikavolt	75	Fire	22FC19E9	972231E3	15	31	31	1	31	31	Levitate (1)	Quiet	♀	137	95	150	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	6205326	
005EF1AD	Star	3	Gurdurr	35	Steel	22FC5C08	7346D587	31	29	30	31	14	6	Iron Fist (H)	Relaxed	♂	214	117	144	Low Kick	Rock Slide	Scary Face	Slam	0	6222253	
005F06BA	Star	3	Gurdurr	35	Rock	22FC7115	037CA5BD	12	31	1	17	31	12	Sheer Force (2)	Mild	♀	161	160	173	Low Kick	Rock Slide	Scary Face	Slam	0	6227642	
005F3DEB	Star	4	Ribombee	45	Bug	22FCA846	A4F00231	24	31	31	0	31	25	Honey Gather (1)	Bold	♀	118	207	70	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	6241771	
005F4544	Star	4	Hakamo-o	45	Poison	22FCAF9F	107BB6BA	8	31	31	31	0	21	Bulletproof (1)	Mild	♀	110	189	143	Dragon Claw	Screech	Close Combat	Metal Claw	0	6243652	
005F685B	Star	4	Graveler-Normal	45	Ground	22FCD2B6	338C954D	20	5	31	6	31	31	Rock Head (1)	Naughty	♀	116	225	172	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	6252635	
