Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
02571519	Exp. Candy L x1 	Exp. Candy XL x1 	Fletchling Feather x5 	Swift Feather x3 	Fletchling Feather x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Swift Feather x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Bug Tera Shard x1 	Hasty Mint x1 	Timid Mint x1 									Talonflame (5☆) (Star)	0	39261465	
025EB783	Exp. Candy L x1 	Exp. Candy XL x1 	Snover Berries x5 	Muscle Feather x3 	Snover Berries x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Exp. Candy L x2 	Snover Berries x2 	Fighting Tera Shard x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Lonely Mint x1 	Rare Candy x1 	Muscle Feather x2 	Spicy Herba Mystica x1 	Fighting Tera Shard x1 									Abomasnow (5☆) (Star)	0	39761795	
02615F89	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Big Mushroom x1 	Balm Mushroom x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Nugget x1 	Exp. Candy L x2 	Exp. Candy L x1 	Nugget x1 	PP Up x1 	Sour Herba Mystica x1 									Dondozo (5☆) (Star)	0	39935881	
02645003	Exp. Candy L x1 	Exp. Candy XL x1 	Varoom Fume x5 	Muscle Feather x3 	Varoom Fume x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Comet Shard x1 	Kelpsy Berry x3 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Bottle Cap x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Muscle Feather x2 									Revavroom (5☆) (Star)	0	40128515	
0264BE75	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Gastly Gas x2 	Nugget x1 	Pomeg Berry x3 	Sour Herba Mystica x1 										Gengar (5☆) (Star)	0	40156789	
026F4D7B	Exp. Candy L x1 	Exp. Candy XL x1 	Falinks Sweat x5 	Muscle Feather x3 	Falinks Sweat x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Kelpsy Berry x3 	Muscle Feather x2 	Spicy Herba Mystica x1 	Muscle Feather x2 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x1 										Falinks (5☆) (Star)	0	40848763	
0272BE7F	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Gastly Gas x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Sour Herba Mystica x1 	Steel Tera Shard x1 	Sweet Herba Mystica x1 	Balm Mushroom x1 	Big Mushroom x1 									Gengar (5☆) (Star)	0	41074303	
02735FFF	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Steel Tera Shard x1 	Big Mushroom x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Nugget x1 	Nugget x1 	Dondozo Whisker x2 									Dondozo (5☆) (Star)	0	41115647	
0278FB6E	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Foongus Spores x2 	Health Feather x2 	Salty Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Health Feather x2 	Sour Herba Mystica x1 	Bottle Cap x1 	Sweet Herba Mystica x1 										Amoonguss (5☆) (Star)	0	41483118	
02810505	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Comet Shard x1 	Bombirdier Feather x2 	Rare Candy x1 	Exp. Candy L x1 	PP Up x1 	Star Piece x1 	Spicy Herba Mystica x1 									Bombirdier (5☆) (Star)	0	42009861	
02824909	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Exp. Candy L x2 	Health Feather x2 	Pomeg Berry x3 	Nugget x1 	Health Feather x2 	Salty Herba Mystica x1 	Sour Herba Mystica x1 										Eelektross (5☆) (Star)	0	42092809	
02845585	Exp. Candy L x1 	Exp. Candy XL x1 	Shroomish Spores x5 	Muscle Feather x3 	Shroomish Spores x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Brave Mint x1 	Star Piece x1 	Ability Capsule x1 	Exp. Candy L x1 	Kelpsy Berry x3 	Brave Mint x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Kelpsy Berry x3 	Exp. Candy L x1 									Breloom (5☆) (Star)	0	42227077	
028CBFFE	Exp. Candy L x1 	Exp. Candy XL x1 	Slowpoke Claw x5 	Clever Feather x3 	Slowpoke Claw x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Nugget x1 	Nugget x1 	Careful Mint x1 	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Big Pearl x1 	Clever Feather x2 	Exp. Candy L x1 										Slowking (5☆) (Square)	0	42778622	
0292ECFF	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Spicy Herba Mystica x1 	Star Piece x1 	Exp. Candy L x1 	Exp. Candy L x2 	Kelpsy Berry x3 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 									Bombirdier (5☆) (Star)	0	43183359	
0293547F	Exp. Candy L x1 	Exp. Candy XL x1 	Pawmi Fur x5 	Swift Feather x3 	Pawmi Fur x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Grepa Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Rare Candy x1 	Big Mushroom x1 	Exp. Candy L x1 	Timid Mint x1 									Pawmot (5☆) (Star)	0	43209855	
0294DCFD	Exp. Candy L x1 	Exp. Candy XL x1 	Murkrow Bauble x5 	Muscle Feather x3 	Murkrow Bauble x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Water Tera Shard x1 	Exp. Candy L x2 	Star Piece x1 	Spicy Herba Mystica x1 	Water Tera Shard x1 	Muscle Feather x2 	Star Piece x1 	Spicy Herba Mystica x1 	Ability Capsule x1 										Honchkrow (5☆) (Star)	0	43310333	
0295D0F5	Exp. Candy L x1 	Exp. Candy XL x1 	Orthworm Tarnish x5 	Resist Feather x3 	Orthworm Tarnish x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Pearl String x1 	Salty Herba Mystica x1 	Resist Feather x2 	Resist Feather x2 	Resist Feather x2 	Resist Feather x2 	Orthworm Tarnish x2 	Salty Herba Mystica x1 	Exp. Candy L x1 										Orthworm (5☆) (Star)	0	43372789	
02964BFD	Exp. Candy L x1 	Exp. Candy XL x1 	Axew Scales x5 	Muscle Feather x3 	Axew Scales x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Muscle Feather x2 	Star Piece x1 	Spicy Herba Mystica x1 	Star Piece x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Muscle Feather x2 	Muscle Feather x2 	Naughty Mint x1 										Haxorus (5☆) (Star)	0	43404285	
02977802	Exp. Candy L x1 	Exp. Candy XL x1 	Slowpoke Claw x5 	Resist Feather x3 	Slowpoke Claw x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x1 	Resist Feather x2 	Resist Feather x2 	Big Pearl x1 	Qualot Berry x3 	Exp. Candy L x2 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Resist Feather x2 									Slowbro (5☆) (Star)	0	43481090	
02A5FE05	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x1 	Nugget x1 	Exp. Candy L x1 	Balm Mushroom x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Gastly Gas x2 	Ability Capsule x1 	Pomeg Berry x3 									Gengar (5☆) (Star)	0	44432901	
02A70DF2	Exp. Candy L x1 	Exp. Candy XL x1 	Rolycoly Coal x5 	Resist Feather x3 	Rolycoly Coal x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Big Pearl x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Exp. Candy L x1 	Big Pearl x1 	Salty Herba Mystica x1 	Qualot Berry x3 	Nugget x1 	Exp. Candy L x2 										Coalossal (5☆) (Star)	0	44502514	
02AB367B	Exp. Candy L x1 	Exp. Candy XL x1 	Misdreavus Tears x5 	Clever Feather x3 	Misdreavus Tears x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Exp. Candy L x2 	Big Pearl x1 	Exp. Candy L x1 	Ground Tera Shard x1 	Clever Feather x2 	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Grepa Berry x3 	Exp. Candy L x1 										Mismagius (5☆) (Star)	0	44775035	
02B3E876	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Finizen Mucus x2 	Sour Herba Mystica x1 										Palafin (5☆) (Star)	0	45344886	
02B63E1A	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Bottle Cap x1 	Sweet Herba Mystica x1 	Rare Candy x1 	Health Feather x2 										Dondozo (5☆) (Star)	0	45497882	
02BE2901	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Spicy Herba Mystica x1 	Star Piece x1 	Rare Candy x1 	Muscle Feather x2 	Star Piece x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Kelpsy Berry x3 									Bombirdier (5☆) (Star)	0	46016769	
02BFBA89	Exp. Candy L x1 	Exp. Candy XL x1 	Numel Lava x5 	Genius Feather x3 	Numel Lava x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Bottle Cap x1 	Exp. Candy L x1 	Star Piece x1 	Numel Lava x2 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Genius Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 										Camerupt (5☆) (Star)	0	46119561	
02C038FA	Exp. Candy L x1 	Exp. Candy XL x1 	Shellder Pearl x5 	Resist Feather x3 	Shellder Pearl x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Rare Candy x1 	Exp. Candy L x2 	Impish Mint x1 	Ability Capsule x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Qualot Berry x3 	Salty Herba Mystica x1 										Cloyster (5☆) (Star)	0	46151930	
02C29205	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Tynamo Slime x2 	Health Feather x2 	Exp. Candy L x1 	Health Feather x2 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Health Feather x2 	Health Feather x2 	Pomeg Berry x3 	Bitter Herba Mystica x1 									Eelektross (5☆) (Star)	0	46305797	
02C38104	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Big Mushroom x1 	Spicy Herba Mystica x1 	Health Feather x2 	Big Mushroom x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 									Palafin (5☆) (Star)	0	46366980	
02CFC2EE	Exp. Candy L x1 	Exp. Candy XL x1 	Impidimp Hair x5 	Muscle Feather x3 	Impidimp Hair x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Star Piece x1 	Spicy Herba Mystica x1 	Star Piece x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Adamant Mint x1 	Exp. Candy L x1 	Impidimp Hair x2 	Exp. Candy L x1 										Grimmsnarl (5☆) (Star)	0	47170286	
02D55276	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Dondozo Whisker x2 	Big Mushroom x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Nugget x1 										Dondozo (5☆) (Star)	0	47534710	
02D8C17F	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Big Mushroom x1 	Ability Capsule x1 	Pomeg Berry x3 	Nugget x1 	Bitter Herba Mystica x1 	Sweet Herba Mystica x1 	Steel Tera Shard x1 	Nugget x1 	PP Up x1 	Health Feather x2 									Palafin (5☆) (Star)	0	47759743	
02E03E77	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Health Feather x2 	Big Mushroom x1 										Gengar (5☆) (Star)	0	48250487	
02E1B796	Exp. Candy L x1 	Exp. Candy XL x1 	Sneasel Claw x5 	Swift Feather x3 	Sneasel Claw x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Exp. Candy L x2 	Big Mushroom x1 	Exp. Candy L x1 	Nugget x1 	Bottle Cap x1 	Swift Feather x2 	Swift Feather x2 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 									Weavile (5☆) (Star)	0	48347030	
02E67B9C	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	PP Up x1 	Grass Tera Shard x1 	Sweet Herba Mystica x1 	Health Feather x2 	Snorunt Fur x2 	Ability Capsule x1 	Big Mushroom x1 										Glalie (5☆) (Star)	0	48659356	
02E85379	Exp. Candy L x1 	Exp. Candy XL x1 	Indeedee Fur x5 	Muscle Feather x3 	Indeedee Fur x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Indeedee Fur x2 	Bottle Cap x1 	Kelpsy Berry x3 	Exp. Candy L x1 	Nugget x1 	Spicy Herba Mystica x1 	Nugget x1 	Nugget x1 	Spicy Herba Mystica x1 										Indeedee (5☆) (Star)	0	48780153	
02EB050D	Exp. Candy L x1 	Exp. Candy XL x1 	Bounsweet Sweat x5 	Muscle Feather x3 	Bounsweet Sweat x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Kelpsy Berry x3 	Kelpsy Berry x3 	Rare Candy x1 	Brave Mint x1 	Adamant Mint x1 	Lonely Mint x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Muscle Feather x2 										Tsareena (5☆) (Star)	0	48956685	
02F2FC8D	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Gastly Gas x2 	Spicy Herba Mystica x1 	Health Feather x2 	Health Feather x2 	Bottle Cap x1 	Exp. Candy L x1 									Gengar (5☆) (Star)	0	49478797	
02F5A507	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Big Mushroom x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Exp. Candy L x1 	PP Up x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Health Feather x2 	Pomeg Berry x3 	Health Feather x2 									Dondozo (5☆) (Star)	0	49652999	
02F91D73	Exp. Candy L x1 	Exp. Candy XL x1 	Pawmi Fur x5 	Swift Feather x3 	Pawmi Fur x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Ice Tera Shard x1 	Sweet Herba Mystica x1 	Nugget x1 	Pawmi Fur x2 	Sweet Herba Mystica x1 	Naive Mint x1 	Big Mushroom x1 	Nugget x1 	Big Mushroom x1 										Pawmot (5☆) (Star)	0	49880435	
